pgid;idGGST;idPerson;FinderVerlierer
50201;14292;25765;0
50202;14293;12418;1
50203;14293;25766;0
50204;14294;2;1
50205;14294;25767;0
50206;14295;15196;1
50207;14296;25768;1
50208;14297;25769;1
50209;14298;12418;1
50210;14298;25770;0
50211;14299;12418;1
50212;14299;25771;0
50213;14300;23942;1
50214;14300;25772;0
50229;14308;12418;1
50230;14308;25784;0
50231;14309;25785;1
50232;14310;25786;1
50233;14310;25787;0
50234;14311;12418;1
50235;14311;14850;0
50236;14312;25788;1
50238;14313;12418;1
50239;14313;25790;0
50240;14314;25791;1
50241;14314;25792;0
50242;14315;25793;1
50243;14316;12418;1
50244;14316;25188;0
50248;14319;25796;1
50270;14334;25808;1
50271;14334;25809;0
50272;14335;25810;1
50274;14337;12418;1
50275;14337;25813;0
50276;14338;12418;1
50277;14338;20963;0
50309;13591;25839;0
50310;14356;25840;1
50311;14357;25841;1
50314;14360;22748;1
50339;14377;25857;1
50341;14377;25859;0
50357;14228;25864;0
50441;14446;25913;1
50442;14446;25914;0
50443;14447;25915;1
50444;14447;25916;0
50451;14452;25919;1
50453;14452;13268;0
50455;14392;25920;0
50458;14456;25921;1
50463;14461;12418;1
50464;14461;25924;0
50465;14462;12418;1
50466;14462;25925;0
50471;14465;25928;1
50472;14465;25929;0
50751;14641;26080;1
50753;14641;26081;0
50755;14643;26083;1
50757;14645;26084;1
44830;10943;22739;1
44831;10944;13881;1
44832;10944;22740;0
44838;10948;16506;1
44839;10948;22745;0
44841;10950;13580;1
44842;10950;22747;0
44849;10956;22751;1
44850;10957;12780;1
44852;10958;12780;1
44853;10959;22753;1
44854;10959;22754;0
44858;10960;22757;1
44859;10960;22758;0
44860;10963;22759;1
44861;10963;22760;0
44862;10964;22761;1
44899;10986;14467;1
44900;10987;12780;1
44901;10988;22787;1
44902;10989;12780;1
44912;10980;22795;0
44949;11001;22820;0
44957;11021;22826;1
44958;10989;22827;0
44960;11023;22829;1
44961;11023;22830;0
44966;11027;12418;1
44967;11027;22833;0
44968;11028;22834;1
44969;11028;22835;0
44970;11029;22836;1
44971;11030;22837;1
44972;11030;22838;0
44973;11031;22839;1
44978;11035;22841;1
44979;11035;22842;0
44983;11037;16157;1
44984;11038;15754;1
45144;11140;22943;1
45145;11140;22944;0
45147;11142;22946;1
45148;11143;16290;1
45155;11148;12418;1
45156;11148;14287;0
45163;11153;22954;1
45164;11154;22955;1
45165;11154;22956;0
45168;11156;22957;1
45171;11160;22958;1
45172;11160;22959;0
45174;11162;22958;1
45176;11163;13024;1
45177;11163;22963;0
45178;11164;9174;1
45179;11164;22964;0
45181;11167;12418;1
45182;11167;22966;0
45183;11168;12418;1
45184;11168;22967;0
45185;11169;12418;1
45186;11169;22968;0
45187;11170;12418;1
45188;11170;22969;0
45191;11172;22970;1
45192;11172;14287;0
45193;11173;2;1
45194;11173;22971;0
45197;11175;22974;1
45198;11175;13268;0
45199;11176;13010;1
45200;11177;13010;1
45201;11178;13010;1
45202;11179;22975;1
45205;11181;12780;1
45206;11181;22977;0
45224;11190;16873;1
45228;11193;22987;1
45231;11195;22987;1
45240;11201;1;1
45241;11201;22995;0
45243;11203;13328;1
45244;11204;22364;1
45251;11209;22998;1
45252;11209;22999;0
45253;11210;2;1
45260;11213;23003;1
45261;11214;14688;1
45262;11214;23004;0
45264;11216;22826;1
45265;11217;1;1
45266;11217;23005;0
45300;11240;12418;1
45301;11240;23024;0
45302;11241;12418;1
45303;11241;23025;0
45307;11244;23029;1
45309;11246;23031;1
45310;11246;23032;0
45311;11247;23033;1
45314;11249;2;1
45315;11249;23036;0
45329;11221;23045;0
45330;11250;23046;0
45331;11258;23047;1
45397;11303;23080;1
45402;11305;23083;1
45403;11306;2;1
45613;11391;23176;0
45614;11436;16813;1
45615;11436;23177;0
45616;11437;23178;1
45617;11437;23179;0
45621;11438;23182;1
45622;11438;23183;0
45648;11455;11983;1
45649;11455;23199;0
45650;11456;23200;1
45651;11457;12824;1
45652;11457;23201;0
45653;11458;16658;1
45654;11458;23202;0
45663;11464;23205;1
45665;11464;23206;0
45668;11468;23207;1
45671;11470;23209;1
45672;11470;23210;0
45673;11471;23211;1
45674;11472;23212;1
45675;11473;15351;1
45676;11474;23213;1
45677;11475;14517;1
45678;11476;16884;1
45686;11481;23221;1
45687;11481;23222;0
45688;11482;16707;1
45689;11482;23223;0
45708;11497;23228;1
45709;11499;17243;1
45769;11532;23263;1
45785;11541;12418;1
45786;11541;23273;0
45787;11542;17243;1
45788;11542;23274;0
45789;11543;17243;1
45792;11545;12418;1
45793;11545;23275;0
45795;11546;12418;1
45796;11546;23276;0
45800;11549;12488;1
45801;11549;23278;0
45813;11559;2;1
45814;11560;23284;1
45815;11561;23285;1
45816;11561;23286;0
45817;11562;23287;1
45818;11562;23288;0
45825;11554;23294;0
45959;11642;13024;1
45965;11648;23378;1
45978;11655;23387;1
45979;11655;13268;0
45982;11658;23388;1
46047;11607;23420;0
46053;11707;16658;1
46054;11707;23425;0
46060;11711;15528;1
46063;11713;23431;1
46064;11714;15528;1
46066;11716;15528;1
46067;11717;23433;1
46068;11717;23434;0
46085;11728;23446;1
46086;11730;23447;1
46122;11754;23468;1
46123;11755;16896;1
46126;11757;12418;1
46127;11757;23471;0
46130;11574;23473;0
46131;11759;23474;1
46136;11762;12824;1
46137;11764;12824;1
46308;11872;14327;1
46309;11873;14327;1
46310;11874;23577;1
46311;11874;23578;0
46313;11876;2;1
46317;11879;23579;1
46320;11883;13895;1
46321;11884;13895;1
46322;11885;20207;1
46323;11885;23580;0
46325;11887;20207;1
46327;11887;23581;0
46328;11889;12851;1
46329;11889;23582;0
46330;11890;13010;1
46333;11893;14773;1
46336;11895;23586;1
46337;11895;23587;0
46364;11915;23597;1
46369;11920;13256;1
46370;11920;23598;0
46371;11921;23599;1
46372;11922;13256;1
46373;11923;13256;1
46374;11893;23600;0
46376;11924;13256;1
46377;11925;13256;1
46383;11930;13256;1
46384;11931;13256;1
46386;11933;13256;1
46387;11934;14676;1
46388;11934;23604;0
46389;11935;14248;1
46390;11936;23605;1
46391;11937;23606;1
46392;11938;23607;1
46393;11938;23608;0
46394;11926;23609;0
46395;11939;13332;1
46396;11939;23610;0
46397;11940;23611;1
46405;11945;23616;1
46406;11945;23615;0
46413;11950;23620;1
46414;11950;23621;0
46416;11944;23623;0
46419;11953;11983;1
46422;11955;11983;1
46423;11955;23626;0
46425;11957;11983;1
46427;11958;11983;1
46428;11958;23628;0
46430;11960;23630;1
46432;11961;18458;1
46434;11961;23632;0
46435;11963;18458;1
46450;11970;23646;1
46437;11964;23634;1
46438;11965;13038;1
46451;11970;23647;0
46452;11971;23648;1
46476;11986;23659;1
46478;11988;12418;1
46479;11988;23660;0
46483;11936;23662;0
46486;11992;15528;1
46487;11992;23663;0
46489;11994;15528;1
46501;12004;15528;1
46510;12011;23674;1
46511;12011;23675;0
46512;12012;23676;1
46625;12045;23745;0
46626;12079;23746;1
46639;12082;23755;0
46643;12049;23756;0
46644;12017;19931;0
46647;11699;23341;0
46721;12087;23798;0
46727;12135;23803;1
46728;12136;12418;1
46729;12136;23804;0
46730;12137;12780;1
46737;12137;23810;0
46826;12195;14676;1
46827;12195;23867;0
46834;12181;23870;0
46933;12263;23923;1
46934;12264;23924;1
46935;12265;21009;1
46936;12266;2;1
46937;12266;23925;0
46938;12267;12418;1
46939;12267;13321;0
46942;12270;23926;1
46943;12271;23927;1
46944;12271;23928;0
46945;12272;2;1
46946;12272;23929;0
46947;12273;23930;1
46948;12273;23931;0
46950;12274;23933;1
46956;12079;23936;0
46961;12283;12780;1
46966;12285;17347;1
46970;12279;23946;0
46983;12296;23953;1
47086;12364;12418;1
47087;12364;24013;0
47090;12366;13340;1
47091;12366;24015;0
47095;12368;12418;1
47096;12368;24019;0
47117;12384;13256;1
47122;12389;13256;1
47123;12390;13256;1
47124;12391;13256;1
47125;12392;13256;1
47126;12393;13256;1
47127;12394;13256;1
47128;12395;13256;1
47129;12396;13256;1
47130;12397;13895;1
47131;12397;24031;0
47132;12398;13895;1
47133;12399;13895;1
47134;12400;13895;1
47230;10804;24081;0
47261;12289;24097;1
47268;12492;2;1
47269;12493;2;1
47270;12493;24102;0
47274;12436;24105;0
47275;12481;11997;0
47276;12496;20985;1
47277;12497;20985;1
47278;12498;20985;1
47279;12499;20985;1
47280;12499;24106;0
47281;12500;20985;1
47285;12503;20985;1
47287;12503;24109;0
47289;12505;20985;1
47290;12506;20985;1
47292;12508;20985;1
47293;12508;24110;0
47295;12510;20985;1
47331;12535;12780;1
47332;12471;24129;0
47333;12536;24130;1
47334;12536;24131;0
47409;12545;24173;0
47410;12576;11562;1
89026;37500;24780;1
89027;37500;46240;0
89447;37750;17754;1
89506;37788;12758;1
89508;37789;12758;1
89509;37790;12758;1
89510;37791;12758;1
89511;37792;12758;1
89512;37793;12758;1
89513;37794;12758;1
89514;37795;12758;1
89515;37796;12758;1
89516;37797;12758;1
89517;37798;12758;1
89518;37799;12758;1
89519;37800;12758;1
89520;37801;12758;1
89521;37802;12758;1
89522;37803;12758;1
89523;37804;12758;1
89524;37805;12758;1
89525;37806;12758;1
89760;37941;19757;1
89761;37941;46595;0
89763;37942;19757;1
89764;37942;46596;0
89765;37943;19757;1
89766;37943;46597;0
89767;37944;19757;1
89768;37944;46598;0
89769;37829;46599;0
89797;37963;26791;1
89798;37963;46611;0
89934;38037;34612;1
89935;38037;46678;0
89940;38041;26791;1
89941;38041;46681;0
90048;38108;32604;1
90136;38143;46748;0
90153;38176;2;1
90154;38176;38399;0
90281;37675;46845;0
90282;38249;46846;1
90283;38249;46847;0
90371;38297;46886;1
90372;38297;46887;0
90373;38298;46888;1
90374;38299;23802;1
90375;38299;46889;0
90378;38301;1;1
90379;38301;46891;0
90380;38302;21297;1
90381;38302;46892;0
90382;38303;14610;1
90384;38305;46893;1
90500;38381;2;1
90501;38381;46944;0
90537;38402;13303;1
90538;38402;19662;0
90545;38406;1;1
90546;38406;46964;0
90547;38407;46965;0
90548;38407;46966;1
90562;38416;24553;1
90563;38417;24553;1
90564;38417;46972;0
90579;38426;46980;1
90580;38426;46981;0
90598;38436;29246;1
90599;38436;46992;0
90605;37867;43146;0
90607;38427;46999;0
90612;37900;47004;0
90665;38465;11562;1
90667;38466;11562;1
90668;38466;47037;0
90669;38467;47038;0
90670;38467;16874;1
90675;38470;11562;1
90677;38471;11562;1
90678;38472;11562;1
90679;38473;11562;1
90680;38473;47042;0
90682;38475;11562;1
90684;38475;47044;0
90689;38478;11562;1
90690;38478;47048;0
90695;38482;11562;1
90696;38482;33955;0
90697;38483;12824;1
90698;38483;47050;0
90701;38071;47052;0
90705;38488;47054;1
90706;38488;47055;0
90982;38640;47211;0
90998;38658;35429;1
90999;38659;47220;1
91002;38661;38359;1
91005;38663;47223;1
91007;38665;13328;1
91008;38665;47225;0
91009;38666;13328;1
91010;38667;13328;1
91043;38686;34612;1
91044;38687;47239;1
91045;38687;47240;0
91046;38688;47241;1
91047;38689;1;1
91048;38689;47242;0
91049;38690;32157;1
91050;38690;47243;0
91051;38691;32157;1
91052;38691;47244;0
91062;38698;34612;1
91063;38698;47249;0
91068;38701;34612;1
91069;38701;47251;0
91070;38702;34612;1
91071;38702;47252;0
91073;38704;34612;1
91074;38704;47254;0
91075;38705;34612;1
91076;38705;47255;0
91081;38708;34612;1
91082;38708;47260;0
91083;38709;34612;1
91084;38709;47261;0
91094;38717;34612;1
91096;38717;47268;0
91100;38720;34612;1
91101;38720;47270;0
91103;38721;34612;1
91105;38721;47271;0
91113;38727;47274;1
91119;38729;21001;1
91118;38729;47277;0
91124;38732;47280;1
91131;38736;47285;1
91132;38736;47286;0
91133;38737;47285;1
91134;38737;24174;0
91135;38738;47285;1
91136;38738;47287;0
91137;38739;1;1
91138;38740;15041;1
91139;38740;47288;0
91140;38741;41463;1
91141;38741;47289;0
91142;38742;41463;1
91143;38742;47290;0
91144;38743;41463;1
91145;38743;47291;0
91146;38744;41463;1
91147;38744;47292;0
91148;38745;39846;1
91149;38746;13328;1
91222;38788;47325;1
91224;38788;47326;0
91290;38831;47354;1
91291;38831;47355;0
91294;38833;47358;0
91295;38833;47359;1
91439;38497;47420;0
91497;38953;25298;1
91498;38953;47456;0
91517;38964;47464;0
91562;38994;47490;0
91565;38994;47491;1
91609;38864;47518;0
91670;39057;40399;1
91671;39058;15528;1
91672;39059;15528;1
91673;39060;15528;1
91674;39060;47548;0
91675;39061;32988;1
91680;38804;18604;0
91703;39079;9174;1
91704;39079;47564;0
91707;39081;3807;1
91708;39081;47566;0
91711;39083;20985;1
91712;39083;47568;0
91714;39084;29691;1
91715;39084;47569;0
91716;39085;29691;1
91717;39085;47570;0
91721;38598;47572;0
91733;39093;1;1
91734;39094;21399;1
91735;39095;9174;1
91736;39095;30242;0
91738;39096;47583;1
91739;38512;47584;0
91740;39097;23388;1
91741;39097;47585;0
91742;39098;47586;1
91743;39098;47587;0
91747;39100;47591;1
91748;39100;47592;0
91757;39106;47600;1
91762;39093;47604;0
91763;39062;47605;0
91764;39108;1;1
91768;39110;34612;1
91769;39110;13300;0
91770;39111;13852;1
91771;39112;26791;1
91772;39112;47607;0
91773;39113;26791;1
91774;39113;47608;0
91775;39114;26791;1
91776;39114;47609;0
91777;39089;47610;0
91782;39116;35680;1
91783;39118;41847;1
91784;39118;47615;0
91785;39119;16770;1
91786;39119;20204;0
91787;39120;47616;1
91788;39121;47617;1
91789;39121;47618;0
91790;39122;47617;1
91791;39122;47619;0
91792;39103;47620;0
91793;39123;2;1
91794;39123;47621;0
91795;39124;26791;1
91796;39124;47622;0
91797;39125;1;1
91798;39126;1;1
91799;39126;47623;0
91801;39127;47624;0
91802;39128;47625;1
91803;39129;1;1
91822;39128;47634;0
91827;39021;47638;0
91828;39143;47639;1
91829;39143;47640;0
91830;39144;47641;1
91831;39145;47241;1
91832;39145;47642;0
91833;39146;27501;1
91834;39147;27501;1
91835;39147;47643;0
91836;39148;1;1
91837;39148;47644;0
91838;39149;9174;1
91839;39149;47645;0
91840;39150;47646;1
91841;39151;47647;1
91842;39152;26791;1
91843;39153;16783;1
91844;39153;47648;0
91845;39154;47110;1
91846;39154;47649;0
91847;39155;9174;1
91848;39155;47650;0
91849;39156;47651;1
91850;39157;47652;1
91851;39150;47653;0
91852;39158;33493;1
91853;39158;47654;0
91854;38963;47655;0
91855;39159;47656;1
91856;39159;47657;0
91869;39168;45591;1
91870;39168;47665;0
91876;39096;47669;0
91881;39174;47110;1
91882;39174;47672;0
91887;39177;34277;1
91914;39191;12824;1
91915;39191;47686;0
91917;39192;12824;1
91918;39192;47687;0
91919;39194;12824;1
91920;39194;47688;0
91921;39195;13596;1
91922;39195;47689;0
91923;39196;46538;1
91926;39198;47110;1
91927;39198;47690;0
91928;39162;47691;0
91931;39200;47110;1
91932;39200;47693;0
91933;39201;8461;1
91934;39201;47694;0
91935;39202;8461;1
91936;39202;47695;0
91937;39203;13723;1
91938;39203;47696;0
91947;39208;29059;1
91948;39208;47701;0
91949;39209;24780;1
91950;39209;47702;0
91951;39210;9174;1
91952;39210;47703;0
91954;39211;26791;1
91955;39211;47705;0
91956;39212;26791;1
91957;39212;47706;0
91960;39214;40346;1
91961;39214;47709;0
91962;39215;40346;1
91963;39215;47710;0
92000;39236;47727;0
92006;39239;9969;1
92007;39239;47730;0
92008;39240;9969;1
92009;39240;47731;0
92010;39241;9969;1
92011;39241;47732;0
92012;39242;9969;1
92013;39242;47733;0
92014;39243;9969;1
92015;39243;47734;0
92016;39244;9969;1
92017;39244;47735;0
92018;39245;9969;1
92019;39245;47736;0
92020;39246;9969;1
92021;39246;47737;0
92024;39249;47738;1
92025;39250;46359;1
92026;39251;25043;1
92027;39251;47739;0
92028;39252;47740;1
92029;39253;14327;1
92030;39253;47741;0
92031;39254;47742;1
92032;39255;23416;1
92033;39256;22512;1
92034;39256;47743;0
92035;39257;8461;1
92036;39257;47744;0
89311;37670;44777;1
89312;37670;46384;0
89318;37674;34612;1
89319;37674;46387;0
89321;37676;33204;1
89324;37679;34612;1
89325;37679;46390;0
89327;37680;34612;1
89328;37680;46391;0
89329;37681;34612;1
89330;37681;46392;0
89337;37685;34612;1
89338;37685;46396;0
89339;37686;34612;1
89340;37686;46397;0
89341;37687;34612;1
89342;37687;46398;0
89343;37688;34612;1
89344;37688;46399;0
89401;37721;34834;1
89432;37741;1;1
89434;37743;1;1
89435;37743;46442;0
89437;37744;46444;1
89438;37744;46445;0
89445;37749;1;1
89446;37749;44461;0
89448;37751;29246;1
89449;37751;46451;0
89450;37752;46452;1
95817;41528;16106;1
89463;37761;21399;1
89464;37761;46460;0
89467;37762;23942;1
89468;37762;46463;0
89469;37763;24780;1
89470;37763;46464;0
89505;37700;46477;0
89527;37808;46479;1
89528;37808;46480;0
89543;37817;34612;1
89544;37817;46490;0
89547;37819;34612;1
89548;37819;46492;0
89580;37300;16716;0
89600;37844;19078;1
89601;37844;46517;0
89731;37924;34612;1
89732;37924;46580;0
89733;37925;34612;1
89734;37925;46581;0
89736;37926;34612;1
89737;37926;46583;0
89739;37927;46585;1
89740;37927;46586;0
89741;37929;34612;1
89742;37929;46587;0
89744;37930;39139;1
89745;37931;39139;1
89746;37932;45253;1
89747;37932;46589;0
89748;37933;39139;1
89749;37934;39139;1
89750;37935;39139;1
89751;37936;1;1
89752;37937;32695;1
89753;37936;46590;0
89810;37968;16102;1
89813;37968;46590;0
89884;38011;34612;1
89885;38011;46650;0
89904;38020;46663;1
89957;38015;46689;0
90064;38116;1;1
90065;38116;46739;0
90113;38153;11997;1
90114;38153;46755;0
90166;38184;46779;1
90167;38185;46780;1
90168;38185;29312;0
90201;38202;46799;1
90218;38213;1;1
90219;38213;46809;0
90232;38220;26791;1
90261;38236;1;1
90262;38236;46832;0
90265;38239;40346;1
90266;38239;46835;0
90269;38241;11983;1
90270;38241;46837;0
90273;38243;1;1
90275;38244;46840;1
90276;38246;46841;1
90277;38247;46842;1
90278;38247;46843;0
90284;38250;15879;1
90286;38251;13895;1
90287;38252;13895;1
90289;38254;1;1
90291;38255;1;1
90292;38255;46850;0
90491;38377;34612;1
90492;38377;46939;0
90493;38378;34612;1
90494;38378;46940;0
90814;38554;47112;1
90816;38554;41102;0
90840;38568;46370;1
90841;38569;47125;1
90842;38570;1;1
90843;38570;36621;0
90885;38040;47152;0
90905;38603;29059;1
90906;38603;47166;0
90908;38605;44535;1
90909;38605;47168;0
90929;38618;2;1
90931;38618;47180;0
91115;38727;47276;0
91311;38661;47362;0
91443;38928;47423;1
91486;38936;47452;0
91656;39048;47542;0
91657;39050;12824;1
91658;39050;47543;0
91659;39051;12824;1
91660;39051;47449;0
91661;39052;12824;1
91662;39052;47544;0
91663;39053;12824;1
91664;39053;47545;0
91665;39054;12824;1
91666;39054;47546;0
91667;39055;44535;1
91719;39086;29691;1
91720;39086;47571;0
91723;39088;20207;1
91724;39088;47574;0
91725;39089;47575;1
91726;39090;47576;1
91727;39090;47577;0
91800;39127;1;1
91871;39169;47110;1
91873;39169;47667;0
91888;39178;47110;1
91889;39178;47675;0
91903;39185;47110;1
91904;39185;47682;0
91924;39197;26791;1
91925;39197;29896;0
91959;39125;47708;0
91994;39234;47725;1
91996;39234;47726;0
91997;39235;13328;1
91998;39235;45840;0
91999;39236;47110;1
92005;39238;9969;1
92022;39247;7175;1
92023;39248;25043;1
92039;39259;25298;1
92040;39259;47746;0
92042;39260;25298;1
92043;39260;47748;0
92044;39261;25298;1
92045;39261;47749;0
92046;39262;25298;1
92047;39262;47750;0
92049;39263;44868;1
92050;39263;47751;0
92051;39264;47110;1
92052;39264;47752;0
92055;39266;47110;1
92056;39266;47754;0
92057;39267;2;1
92058;39267;47755;0
92061;39269;9174;1
92062;39270;47110;1
92063;39270;47757;0
92064;39271;24748;1
92065;39272;36362;1
92066;39272;47758;0
92070;39274;1;1
92071;39275;13303;1
92072;39275;47760;0
92073;39276;29059;1
92074;39276;38959;0
92075;39277;13328;1
92076;39278;13328;1
92083;39282;45614;1
92084;39282;47764;0
92085;39283;45614;1
92086;39283;47765;0
92087;39284;45614;1
92088;39284;47766;0
92089;39285;45614;1
92090;39285;47767;0
92091;39286;16896;1
92092;39286;47768;0
92093;39287;16896;1
92094;39287;47769;0
92095;39288;16896;1
92096;39288;47770;0
92097;39289;16896;1
92098;39289;47771;0
92099;39290;16896;1
92100;39290;47772;0
92101;39291;16731;1
92102;39291;47773;0
92103;39292;16731;1
92104;39292;20164;0
92107;39294;16731;1
92108;39294;47775;0
92109;39295;16731;1
92110;39295;47776;0
92111;39296;16731;1
92112;39296;47777;0
92114;38387;47778;0
92117;39298;47780;1
92118;39298;46650;0
92120;39255;47742;0
92122;39061;47782;0
92123;39300;1;1
92124;39300;47783;0
92125;39301;1;1
92126;39301;47784;0
92127;39302;1;1
92128;39302;47785;0
92129;39303;1;1
92130;39303;47786;0
92131;39304;1;1
92132;39304;47787;0
92133;39305;1;1
92134;39305;47788;0
92135;39306;1;1
92136;39306;47789;0
92137;39307;1;1
92138;39307;47790;0
92139;39308;1;1
92141;39309;47792;1
92142;39310;47793;1
92143;39310;47794;0
92149;39314;1;1
92150;39315;47798;1
92151;39315;47799;0
92154;39317;44006;1
92157;39319;32964;1
92158;39319;47803;0
92161;39321;32964;1
92162;39321;47805;0
92163;39322;32964;1
92164;39322;47806;0
92165;39323;32964;1
92166;39323;47807;0
92167;39324;32964;1
92168;39324;47808;0
92169;39325;32964;1
92170;39325;47809;0
92171;39326;32964;1
92172;39326;47810;0
92173;39327;32964;1
92174;39327;47811;0
92175;39328;32964;1
92176;39328;33455;0
92177;39329;32964;1
92178;39330;32964;1
92179;39330;47812;0
92180;39331;32964;1
92181;39332;47813;1
92182;39332;47814;0
92187;39336;25298;1
92188;39336;47816;0
92190;39337;25298;1
92191;39337;47818;0
92194;39339;47821;1
92195;39340;47822;1
92198;39343;36532;1
92199;39343;47823;0
92200;39344;36532;1
92201;39345;47824;1
92202;39345;47825;0
92203;39346;1;1
92204;39347;47826;1
92205;39347;47783;0
92206;39348;47110;1
92207;39348;14322;0
92208;39349;16896;1
92209;39350;24767;1
92210;39350;47827;0
92211;39351;30105;1
92212;39352;46219;1
92213;39353;46908;1
92216;39354;1;1
92215;39353;47829;0
92217;39354;47828;0
92218;39355;40346;1
92219;39355;44797;0
92220;39356;40346;1
92221;39357;42853;1
92222;39357;47830;0
92223;39359;47831;1
92224;39358;33730;1
92225;39358;47832;0
92226;39360;47833;0
92227;39360;47834;1
92228;39361;13103;1
92229;39361;40349;0
92230;39362;1;1
92237;39363;25298;1
92232;39364;40346;1
92233;39364;47836;0
92234;39342;47837;0
92235;39365;25298;1
92236;39365;41239;0
92239;39363;47835;0
92241;39366;32982;1
92242;39271;47838;0
92243;39367;25298;1
92244;39367;36388;0
92245;39368;25298;1
92246;39368;47839;0
92247;39369;47840;1
92248;39369;47841;0
92250;39371;25298;1
92251;39371;43386;0
92252;39372;25298;1
92253;39372;47842;0
92254;39373;25298;1
92255;39373;47843;0
92256;39375;40346;1
92257;39375;47844;0
92258;39374;47845;1
92296;39395;42082;1
92297;39395;47864;0
92298;39396;40346;1
92299;39396;47865;0
89635;37863;41452;1
89636;37863;46536;0
89637;37813;46537;0
89735;37921;46582;0
89829;37979;45218;1
89830;37980;26791;1
89831;37980;46624;0
89832;37981;26791;1
89833;37981;46625;0
89950;38047;25043;1
89951;38048;25043;1
89954;38050;25043;1
89959;38053;25043;1
89967;38057;12824;1
89968;38057;46694;0
89969;38058;12824;1
89970;38058;46695;0
89971;38059;12824;1
89972;38059;46696;0
89974;38061;12824;1
89975;38061;43907;0
89978;37915;46699;0
90096;38142;26791;1
90097;38142;46747;0
90137;38166;46764;1
90138;38166;46765;0
90139;38167;46766;1
90144;38170;46769;1
90145;38170;46770;0
90175;38189;40346;1
90176;38189;46784;0
90177;38190;40346;1
90178;38190;46785;0
90179;38191;40346;1
90180;38191;46786;0
90181;38192;40346;1
90182;38192;46787;0
90186;38195;46789;1
90257;38225;46828;0
90323;38271;40346;1
90324;38271;46865;0
90470;38365;46927;1
90472;38367;46928;0
90473;38367;32248;1
90482;38373;16896;1
90483;38373;46933;0
90499;38238;46943;0
90505;38385;9174;1
90506;38385;46946;0
90693;38481;34180;1
90694;38481;47049;0
90723;38501;47062;1
90724;38502;33656;1
91681;39064;47551;0
91013;38669;47227;0
91014;38670;35537;1
91015;38670;47228;0
91018;38673;35063;1
91019;38673;47229;0
91024;38676;47232;1
91025;38677;40346;1
91026;38677;47233;0
91027;38678;47234;0
91028;38678;19762;1
91029;38679;19762;1
91030;38679;29368;0
91682;39065;14429;1
91685;39067;47553;1
91687;39069;47554;1
91688;39069;47555;0
91691;39071;47558;1
91692;39071;47559;0
91694;39073;41203;1
91695;39073;47560;0
91696;39074;9969;1
91697;39075;16173;1
91698;39076;47561;1
91905;39186;12824;1
91906;39187;34612;1
91907;39187;47683;0
91909;39188;12824;1
91910;39189;40346;1
91911;39188;47684;0
91912;39190;12824;1
91913;39190;47685;0
91916;39193;40346;1
91964;39216;17250;1
91965;39216;47711;0
91967;39218;1;1
91968;39219;1;1
91969;39219;47712;0
91970;39220;28881;1
91971;39221;9174;1
91972;39221;47713;0
91973;39222;9174;1
91974;39222;47714;0
91975;39223;26791;1
91976;39223;47715;0
91977;39224;24780;1
91978;39225;47716;0
91979;39225;47717;1
91981;39226;47110;1
91982;39226;47719;0
91983;39227;47110;1
91984;39227;47720;0
91985;39228;1;1
91986;39228;47721;0
91987;39229;1;1
91988;39230;47722;1
91989;39230;45981;0
91990;39231;1;1
91991;39232;1;1
91992;39232;47723;0
91993;39233;47724;1
92140;39308;47791;0
92193;39313;47820;0
92249;39370;1;1
92300;39397;22897;1
92301;39397;47866;0
92302;39398;47867;1
92303;39399;9174;1
92304;39399;47868;0
92305;39400;9174;1
92306;39400;47869;0
92307;39401;15350;1
92308;39401;47870;0
92309;39402;11562;1
92310;39403;11562;1
92311;39404;11562;1
92312;39404;47871;0
92314;39405;11562;1
92315;39405;47873;0
92318;39407;1;1
92319;39408;47875;1
92320;39408;47876;0
92321;39409;47877;1
92322;39410;47878;1
92344;39425;16896;1
92347;39427;47889;1
92348;39427;47890;0
92349;39428;47889;1
92355;39431;16058;1
95823;41533;49557;0
92356;39432;16058;1
92363;39436;47897;1
92368;39439;16731;1
92369;39439;47899;0
92370;39440;16731;1
92371;39440;47900;0
92372;39441;27645;1
92373;39442;16896;1
92374;39442;47901;0
92375;39443;34612;1
92376;39443;47902;0
92377;39444;34612;1
92378;39444;47903;0
92379;39445;34612;1
92380;39445;47904;0
92381;39446;40346;1
92382;39446;47905;0
92383;39351;47906;0
92384;39447;7062;1
92385;39447;47907;0
92386;39448;15879;1
92387;39448;47908;0
92388;39449;47909;1
92389;39449;47910;0
92390;39450;32914;1
92391;39451;47911;1
92392;39451;47912;0
92393;39452;26791;1
92394;39452;47913;0
92395;39453;47914;1
92396;39453;47915;0
92397;39454;12758;1
92398;39455;12758;1
92399;39456;12758;1
92400;39457;12758;1
92401;39458;12758;1
92402;39459;12758;1
92403;39460;12758;1
92404;39461;12758;1
92405;39462;12758;1
92406;39463;12758;1
92407;39076;47916;0
92408;39464;33750;1
92410;39465;47917;0
92411;39466;17250;1
92412;39466;47918;0
92413;39467;29691;1
92414;39467;47919;0
92415;39468;47920;0
92417;39468;29691;1
92419;39469;29691;1
92420;39469;47921;0
92421;39470;16896;1
92422;39470;21558;0
92423;39471;29691;1
92424;39471;47922;0
92425;39472;16896;1
92426;39472;47923;0
92427;39473;29691;1
92428;39473;47924;0
92429;39474;1;1
92430;39475;9174;1
92431;39475;47925;0
92433;39476;29691;1
92434;39476;47926;0
92435;39477;47927;1
