oid;PLZ;Ort
2173;3988;Ulrichen
2174;3989;Biel VS
2175;3989;Ritzingen
2176;3989;Selkingen
2177;3991;Betten
2178;3992;Bettmeralp
2179;3993;Grengiols
2180;3994;Lax
2181;3994;Martisberg
2182;3995;Ernen
2183;3995;Ausserbinn
2184;3995;Mühlebach (Goms)
2185;3995;Steinhaus
2186;3996;Binn
2187;3997;Bellwald
2188;3998;Reckingen VS
2189;3999;Oberwald
2190;4000;Basel
2191;4000;Basel 2 BZ Sort
2192;4000;Basel 2 BZ Zust
2193;4000;Basel Paketbasis
2194;4000;Basel Postauto
2195;4001;Basel
2196;4001;Basel
2197;4002;Basel
2198;4003;Basel
2199;4004;Basel
2200;4005;Basel
2201;4005;Basel 5 Zustellung
2202;4006;Basel
2203;4007;Basel
2204;4008;Basel
2205;4009;Basel
2206;4010;Basel
2207;4011;Basel
2208;4012;Basel
2209;4013;Basel
2210;4015;Basel
2211;4016;Basel
2212;4017;Basel
2213;4018;Basel
2214;4019;Basel
2215;4020;Basel
2216;4021;Basel
2217;4023;Basel
2218;4024;Basel
2219;4025;Basel
2220;4027;Basel
2221;4028;Basel
2222;4030;Basel
2223;4031;Basel
2224;4032;Basel
2225;4039;Basel SCF Mitte
2226;4040;Basel
2227;4051;Basel
2228;4052;Basel
2229;4053;Basel
2230;4054;Basel
2231;4055;Basel
2232;4056;Basel
2233;4057;Basel
2234;4058;Basel
2235;4059;Basel
2236;4070;Basel
2237;4078;Basel Reader's D.
2238;4091;Basel
2239;4101;Bruderholz
2240;4102;Binningen
2241;4102;Binningen 1
2242;4102;Binningen 2
2243;4103;Bottmingen
2244;4104;Oberwil BL
2245;4105;Biel-Benken BL
2246;4106;Therwil
2247;4107;Ettingen
2248;4108;Witterswil
2249;4112;Bättwil-Flüh
2250;4112;Bättwil
2251;4112;Flüh
2252;4114;Hofstetten SO
2253;4115;Mariastein
2254;4116;Metzerlen
2255;4117;Burg im Leimental
2256;4118;Rodersdorf
2257;4123;Allschwil
2258;4123;Allschwil 1
2259;4123;Allschwil 2
2260;4123;Allschwil 3
2261;4124;Schönenbuch
2262;4125;Riehen
2263;4125;Riehen 1
2264;4125;Riehen 2
2265;4126;Bettingen
2266;4127;Birsfelden
2267;4132;Muttenz
2268;4132;Muttenz 1
2269;4132;Muttenz 2
2270;4133;Pratteln
2271;4133;Pratteln 1
2272;4133;Pratteln 2
2273;4140;Münchenstein S AG
2274;4142;Münchenstein
2275;4142;Münchenstein 1
2276;4142;Münchenstein 2
2277;4142;Münchenstein 3
2278;4143;Dornach
2279;4143;Dornach 1
2280;4143;Dornach 2
2281;4144;Arlesheim
2282;4144;Arlesheim Pbasis
2283;4145;Gempen
2284;4146;Hochwald
2285;4147;Aesch BL
2286;4148;Pfeffingen
2287;4153;Reinach BL
2288;4153;Reinach BL 1
2289;4153;Reinach BL 2
2290;4202;Duggingen
2291;4203;Grellingen
2292;4204;Himmelried
2293;4206;Seewen SO
2294;4207;Bretzwil
2295;4208;Nunningen
2296;4222;Zwingen
2297;4223;Blauen
2298;4224;Nenzlingen
2299;4225;Brislach
2300;4226;Breitenbach
2301;4227;Büsserach
2302;4228;Erschwil
2303;4229;Beinwil SO
2304;4232;Fehren
2305;4233;Meltingen
2306;4234;Zullwil
2307;4242;Laufen
2308;4243;Dittingen
2309;4244;Röschenz
2310;4245;Kleinlützel
2311;4246;Wahlen b. Laufen
2312;4247;Grindel
2313;4252;Bärschwil
2314;4252;Bärschwil Dorf
2315;4253;Liesberg
2316;4254;Liesberg Dorf
2317;4302;Augst BL
2318;4303;Kaiseraugst
2319;4303;Kaiseraugst Lieb.
2320;4304;Giebenach
2321;4305;Olsberg
2322;4310;Rheinfelden
2323;4310;Rheinfelden 1
2324;4310;Rheinfelden 2
2325;4312;Magden
2326;4313;Möhlin
2327;4314;Zeiningen
2328;4315;Zuzgen
2329;4316;Hellikon
2330;4317;Wegenstetten
2331;4322;Mumpf
2332;4323;Wallbach
2333;4324;Obermumpf
2334;4325;Schupfart
2335;4332;Stein AG
2336;4333;Münchwilen AG
2337;4334;Sisseln AG
2338;4402;Frenkendorf
2339;4410;Liestal
2340;4410;Liestal Pfiliale
2341;4411;Seltisberg
2342;4412;Nuglar
2343;4413;Büren SO
2344;4414;Füllinsdorf
2345;4415;Lausen
2346;4416;Bubendorf
2347;4417;Ziefen
2348;4418;Reigoldswil
2349;4419;Lupsingen
2350;4421;St. Pantaleon
2351;4422;Arisdorf
2352;4423;Hersberg
2353;4424;Arboldswil
2354;4425;Titterten
2355;4426;Lauwil
2356;4431;Bennwil
2357;4432;Lampenberg
2358;4433;Ramlinsburg
2359;4434;Hölstein
2360;4435;Niederdorf
2361;4436;Oberdorf BL
2362;4436;Liedertswil
2363;4437;Waldenburg
2364;4438;Langenbruck
2365;4441;Thürnen
2366;4442;Diepflingen
2367;4443;Wittinsburg
2368;4444;Rümlingen
2369;4445;Häfelfingen
2370;4446;Buckten
2371;4447;Känerkinden
2372;4448;Läufelfingen
2373;4450;Sissach
2374;4451;Wintersingen
2375;4452;Itingen
2376;4453;Nusshof
2377;4455;Zunzgen
2378;4456;Tenniken
2379;4457;Diegten
2380;4458;Eptingen
2381;4460;Gelterkinden
2382;4461;Böckten
2383;4462;Rickenbach BL
2384;4463;Buus
2385;4464;Maisprach
2386;4465;Hemmiken
2387;4466;Ormalingen
2388;4467;Rothenfluh
2389;4468;Kienberg
2390;4469;Anwil
2391;4492;Tecknau
2392;4493;Wenslingen
2393;4494;Oltingen
2394;4495;Zeglingen
2395;4496;Kilchberg BL
2396;4497;Rünenberg
2397;4500;Solothurn
2398;4500;Solothurn 1
2399;4500;Solothurn 1 Zust
2400;4500;Solothurn Pfiliale
2401;4501;Solothurn
2402;4502;Solothurn
2403;4503;Solothurn
2404;4504;Solothurn
2405;4509;Solothurn
2406;4512;Bellach
2407;4513;Langendorf
2408;4514;Lommiswil
2409;4515;Oberdorf SO
2410;4515;Weissenstein
2411;4522;Rüttenen
2412;4523;Niederwil SO
2413;4524;Günsberg
2414;4524;Balmberg
2415;4524;Oberbalmberg
2416;4525;Balm b. Günsberg
2417;4528;Zuchwil
2418;4532;Feldbrunnen
2419;4533;Riedholz
2420;4534;Flumenthal
2421;4535;Hubersdorf
2422;4535;Kammersrohr
2423;4536;Attiswil
2424;4537;Wiedlisbach
2425;4538;Oberbipp
2426;4539;Rumisberg
2427;4539;Farnern
2428;4542;Luterbach
2429;4543;Deitingen
2430;4552;Derendingen
2431;4553;Subingen
2432;4554;Etziken
2433;4554;Hüniken
2434;4556;Aeschi SO
2435;4556;Bolken
2436;4556;Burgäschi
2437;4556;Steinhof SO
2438;4557;Horriwil
2439;4558;Hersiwil
2440;4558;Heinrichswil
2441;4558;Winistorf
2442;4562;Biberist
2443;4563;Gerlafingen
2444;4564;Obergerlafingen
2445;4564;Zielebach
2446;4565;Recherswil
2447;4566;Kriegstetten
2448;4566;Halten
2449;4566;Oekingen
2450;4571;Lüterkofen-Ichert
2451;4571;Lüterkofen
2452;4571;Ichertswil
2453;4573;Lohn-Ammannsegg
2454;4573;Lohn SO
2455;4573;Ammannsegg
2456;4574;Nennigkofen
2457;4574;Lüsslingen
2458;4576;Tscheppach
2459;4577;Hessigkofen
2460;4578;Bibern SO
2461;4579;Gossliwil
2462;4581;Küttigkofen
2463;4582;Brügglen
2464;4583;Mühledorf SO
2465;4583;Aetigkofen
2466;4584;Lüterswil-Gächli
2467;4584;Lüterswil
2468;4584;Gächliwil
2469;4585;Biezwil
2470;4586;Kyburg-Buchegg
2471;4587;Aetingen
2472;4588;Unterramsern
2473;4588;Oberramsern
2474;4600;Olten
2475;4600;Olten 1
2476;4600;Olten 2 BZ Zust
2477;4600;Olten Swisscom
2478;4601;Olten
2479;4603;Olten
2480;4609;Olten
2481;4612;Wangen b. Olten
2482;4613;Rickenbach SO
2483;4614;Hägendorf
2484;4615;Allerheiligenberg
2485;4616;Kappel SO
2486;4617;Gunzgen
2487;4618;Boningen
2488;4620;Härkingen PZ
2489;4620;Härkingen Pbasis
2490;4622;Egerkingen
2491;4623;Neuendorf
2492;4624;Härkingen
2493;4625;Oberbuchsiten
2494;4626;Niederbuchsiten
2495;4628;Wolfwil
2496;4629;Fulenbach
2497;4632;Trimbach
2498;4633;Hauenstein
2499;4634;Wisen SO
2500;4652;Winznau
2501;4653;Obergösgen
2502;4654;Lostorf
2503;4655;Stüsslingen
2504;4655;Rohr b. Olten
2505;4656;Starrkirch-Wil
2506;4657;Dulliken
2507;4658;Däniken SO
2508;4663;Aarburg
2509;4665;Oftringen
2510;4665;Oftringen 1
2511;4665;Oftringen 2
2512;4702;Oensingen
2513;4703;Kestenholz
2514;4704;Niederbipp
2515;4704;Wolfisberg
2516;4710;Balsthal
2517;4710;Klus
2518;4710;Balsthal Postauto
2519;4712;Laupersdorf
2520;4713;Matzendorf
2521;4714;Aedermannsdorf
2522;4715;Herbetswil
2523;4716;Welschenrohr
2524;4716;Gänsbrunnen
2525;4717;Mümliswil
2526;4718;Holderbank SO
2527;4719;Ramiswil
2528;4800;Zofingen
2529;4801;Zofingen
2530;4802;Strengelbach
2531;4803;Vordemwald
2532;4805;Brittnau
2533;4806;Wikon
2534;4812;Mühlethal
2535;4813;Uerkheim
2536;4814;Bottenwil
2537;4852;Rothrist
2538;4853;Murgenthal
2539;4853;Riken AG
2540;4856;Glashütten
2541;4900;Langenthal
2542;4900;Langenthal 1
2543;4901;Langenthal
2544;4902;Langenthal
2545;4903;Langenthal
2546;4911;Schwarzhäusern
2547;4912;Aarwangen
2548;4913;Bannwil
2549;4914;Roggwil BE
2550;4915;St. Urban
2551;4916;Untersteckholz
2552;4917;Melchnau
2553;4917;Busswil b.Melchnau
2554;4919;Reisiswil
2555;4922;Bützberg
2556;4922;Thunstetten
2557;4923;Wynau
2558;4924;Obersteckholz
2559;4932;Lotzwil
2560;4932;Gutenburg
2561;4933;Rütschelen
2562;4934;Madiswil
2563;4935;Leimiswil
2564;4936;Kleindietwil
2565;4937;Ursenbach
2566;4938;Rohrbach
2567;4938;Rohrbachgraben
2568;4942;Walterswil BE
2569;4943;Oeschenbach
2570;4944;Auswil
2571;4950;Huttwil
2572;4952;Eriswil
2573;4953;Schwarzenbach BE
2574;4954;Wyssachen
2575;4955;Gondiswil
2576;5000;Aarau
2577;5000;Aarau 3
2578;5000;Aarau 1 BZ Zust
2579;5000;Aarau Postauto AG
2580;5001;Aarau
2581;5001;Aarau KPD
2582;5004;Aarau
2583;5010;Däniken PZ
2584;5012;Schönenwerd
2585;5012;Eppenberg-Woschnau
2586;5012;Wöschnau
2587;5012;Eppenberg
2588;5013;Niedergösgen
2589;5014;Gretzenbach
2590;5015;Niedererlinsbach
2591;5016;Obererlinsbach
2592;5017;Barmelweid
2593;5018;Erlinsbach
2594;5022;Rombach
2595;5023;Biberstein
2596;5024;Küttigen
2597;5025;Asp
2598;5026;Densbüren
2599;5027;Herznach
2600;5028;Ueken
2601;5032;Rohr AG
2602;5033;Buchs AG
2603;5034;Suhr
2604;5035;Unterentfelden
2605;5036;Oberentfelden
2606;5037;Muhen
2607;5040;Schöftland
2608;5042;Hirschthal
2609;5043;Holziken
2610;5044;Schlossrued
2611;5046;Schmiedrued-Walde
2612;5046;Schmiedrued
2613;5046;Walde AG
2614;5053;Staffelbach
2615;5053;Wittwil
2616;5054;Kirchleerau-Moosle
2617;5054;Kirchleerau
2618;5054;Moosleerau
2619;5056;Attelwil
2620;5057;Reitnau
2621;5058;Wiliberg
2622;5062;Oberhof
2623;5063;Wölflinswil
2624;5064;Wittnau
2625;5070;Frick
2626;5072;Oeschgen
2627;5073;Gipf-Oberfrick
2628;5074;Eiken
2629;5075;Hornussen
2630;5076;Bözen
2631;5077;Elfingen
2632;5078;Effingen
2633;5079;Zeihen
2634;5080;Laufenburg
2635;5082;Kaisten
2636;5083;Ittenthal
2637;5084;Rheinsulz
2638;5085;Sulz AG
2639;5102;Rupperswil
2640;5103;Wildegg
2641;5103;Möriken AG
2642;5105;Auenstein
2643;5106;Veltheim AG
2644;5107;Schinznach Dorf
2645;5108;Oberflachs
2646;5112;Thalheim AG
2647;5113;Holderbank AG
2648;5116;Schinznach Bad
2649;5200;Brugg AG
2650;5200;Brugg AG 1
2651;5200;Brugg AG 3
2652;5200;Brugg AG Pfiliale
2653;5201;Brugg AG
2654;5210;Windisch
2655;5212;Hausen b. Brugg
2656;5213;Villnachern
2657;5222;Umiken
2658;5223;Riniken
2659;5224;Unterbözberg
2660;5224;Gallenkirch
2661;5224;Linn
2662;5225;Oberbözberg
2663;5232;Villigen PSI
2664;5233;Stilli
2665;5234;Villigen
2666;5235;Rüfenach AG
2667;5236;Remigen
2668;5237;Mönthal
2669;5242;Birr-Lupfig
2670;5242;Birr
2671;5242;Lupfig
2672;5243;Mülligen
2673;5244;Birrhard
2674;5245;Habsburg
2675;5246;Scherz
2676;5272;Gansingen
2677;5273;Oberhofen AG
2678;5274;Mettau
2679;5275;Etzgen
2680;5276;Wil AG
2681;5277;Hottwil
2682;5300;Turgi
2683;5301;Siggenthal Station
2684;5303;Würenlingen
2685;5304;Endingen
2686;5305;Unterendingen
2687;5306;Tegerfelden
2688;5312;Döttingen
2689;5313;Klingnau
2690;5314;Kleindöttingen
2691;5315;Böttstein
2692;5316;Leuggern
2693;5316;Felsenau AG
2694;5317;Hettenschwil
2695;5318;Mandach
2696;5322;Koblenz
2697;5323;Rietheim
2698;5324;Full-Reuenthal
2699;5325;Leibstadt
2700;5326;Schwaderloch
2701;5330;Zurzach
2702;5332;Rekingen AG
2703;5333;Baldingen
2704;5334;Böbikon
2705;5400;Baden
2706;5400;Baden 1
2707;5400;Baden 1 PAD
2708;5401;Baden
2709;5402;Baden
2710;5403;Baden
2711;5404;Baden
2712;5405;Baden
2713;5405;Dättwil AG
2714;5406;Baden
2715;5406;Rütihof
2716;5408;Ennetbaden
2717;5412;Gebenstorf
2718;5413;Birmenstorf AG
2719;5415;Nussbaumen b.Baden
2720;5416;Kirchdorf AG
2721;5417;Untersiggenthal
2722;5422;Oberehrendingen
2723;5423;Freienwil
2724;5424;Unterehrendingen
2725;5425;Schneisingen
2726;5426;Lengnau AG
2727;5430;Wettingen
2728;5430;Wettingen 1
2729;5430;Wettingen 2
2730;5430;Wettingen 3
2731;5430;Wettingen Pfiliale
2732;5431;Wettingen Sonderd
2733;5432;Neuenhof
2734;5436;Würenlos
2735;5442;Fislisbach
2736;5443;Niederrohrdorf
2737;5444;Künten
2738;5445;Eggenwil
2739;5452;Oberrohrdorf
2740;5453;Remetschwil
2741;5454;Bellikon
2742;5462;Siglistorf
2743;5463;Wislikofen
2744;5464;Rümikon AG
2745;5465;Mellikon
2746;5466;Kaiserstuhl AG
2747;5467;Fisibach
2748;5502;Hunzenschwil
2749;5503;Schafisheim
2750;5504;Othmarsingen
2751;5505;Brunegg
2752;5506;Mägenwil
2753;5507;Mellingen
2754;5510;Hunzenschwil LZ
2755;5510;Hunzenschwil Pb
2756;5512;Wohlenschwil
2757;5522;Tägerig
2758;5524;Niederwil AG
2759;5524;Nesselnbach
2760;5525;Fischbach-Göslikon
2761;5600;Lenzburg
2762;5600;Lenzburg 1
2763;5600;Lenzburg 2
2764;5600;Ammerswil AG
2765;5601;Lenzburg Sonderdst
2766;5603;Staufen
2767;5604;Hendschiken
2768;5605;Dottikon
2769;5606;Dintikon
2770;5607;Hägglingen
2771;5608;Stetten AG
2772;5610;Wohlen AG
2773;5610;Wohlen AG 1
2774;5610;Wohlen AG 2
2775;5611;Anglikon
2776;5612;Villmergen
2777;5612;Villmergen Pfilial
2778;5613;Hilfikon
2779;5614;Sarmenstorf
2780;5615;Fahrwangen
2781;5616;Meisterschwanden
2782;5617;Tennwil
2783;5618;Bettwil
2784;5619;Büttikon AG
2785;5619;Uezwil
2786;5620;Bremgarten AG
2787;5620;Bremgarten AG 1
2788;5620;Bremgarten AG 2
2789;5621;Zufikon
2790;5622;Waltenschwil
2791;5623;Boswil
2792;5624;Bünzen
2793;5624;Waldhäusern AG
2794;5625;Kallern
2795;5626;Hermetschwil-Staff
2796;5627;Besenbüren
2797;5628;Aristau
2798;5630;Muri AG
2799;5632;Buttwil
2800;5634;Merenschwand
2801;5634;Rickenbach AG
2802;5636;Benzenschwil
2803;5637;Beinwil (Freiamt)
2804;5637;Geltwil
2805;5642;Mühlau
2806;5643;Sins
2807;5643;Alikon
2808;5644;Auw
2809;5645;Aettenschwil
2810;5646;Abtwil AG
2811;5647;Oberrüti
2812;5702;Niederlenz
2813;5703;Seon
2814;5704;Egliswil
2815;5705;Hallwil
2816;5706;Boniswil
2817;5707;Seengen
2818;5708;Birrwil
2819;5712;Beinwil am See
2820;5722;Gränichen
2821;5723;Teufenthal AG
2822;5724;Dürrenäsch
2823;5725;Leutwil
2824;5726;Unterkulm
2825;5727;Oberkulm
2826;5728;Gontenschwil
2827;5732;Zetzwil
2828;5733;Leimbach AG
2829;5734;Reinach AG
2830;5735;Pfeffikon LU
2831;5736;Burg AG
2832;5737;Menziken
2833;5737;Menziken Pfiliale
2834;5742;Kölliken
2835;5745;Safenwil
2836;5746;Walterswil SO
2837;6000;Luzern
2838;6000;Luzern 4
2839;6000;Luzern 5
2840;6000;Luzern 6
2841;6000;Luzern 7
2842;6000;Luzern 9
2843;6000;Luzern 10
2844;6000;Luzern 11
2845;6000;Luzern 12
2846;6000;Luzern 13
2847;6000;Luzern 14
2848;6000;Luzern 15
2849;6000;Luzern 16
2850;6000;Luzern 20
2851;6000;Luzern 30 AAL
2852;6000;Luzern 31
2853;6000;Luzern 2 BZ Zust
2854;6000;Luzern Paketbasis
2855;6000;Luzern EZ
2856;6000;Luzern Postauto
2857;6002;Luzern
2858;6002;Luzern KPD
2859;6002;Luzern Swisscom
2860;6003;Luzern
2861;6004;Luzern
2862;6005;Luzern
2863;6005;St. Niklausen LU
2864;6006;Luzern
2865;6007;Luzern
2866;6009;Luzern
2867;6010;Kriens
2868;6010;Pilatus Kulm
2869;6011;Kriens
2870;6012;Obernau
2871;6013;Eigenthal
2872;6014;Littau
2873;6015;Reussbühl
2874;6016;Hellbühl
2875;6017;Ruswil
2876;6017;Rüediswil
2877;6018;Buttisholz
2878;6019;Sigigen
2879;6020;Emmenbrücke
2880;6020;Emmenbrücke 1
2881;6020;Emmenbrücke 2
2882;6020;Emmenbrücke 3
2883;6020;Emmenbrücke SB
2884;6021;Emmenbrücke 1
2885;6022;Grosswangen
2886;6023;Rothenburg
2887;6024;Hildisrieden
2888;6025;Neudorf
2889;6026;Rain
2890;6027;Römerswil LU
2891;6028;Herlisberg
2892;6030;Ebikon
2893;6031;Ebikon
2894;6032;Emmen
2895;6033;Buchrain
2896;6034;Inwil
2897;6035;Perlen
2898;6036;Dierikon
2899;6037;Root
2900;6038;Gisikon
2901;6038;Honau
2902;6042;Dietwil
2903;6043;Adligenswil
2904;6044;Udligenswil
2905;6045;Meggen
2906;6047;Kastanienbaum
2907;6048;Horw
2908;6052;Hergiswil NW
2909;6053;Alpnachstad
2910;6055;Alpnach Dorf
2911;6056;Kägiswil
2912;6060;Sarnen
2913;6060;Ramersberg
2914;6060;Sarnen 2
2915;6060;Sarnen 2
2916;6061;Sarnen 1
2917;6062;Wilen (Sarnen)
2918;6063;Stalden (Sarnen)
2919;6064;Kerns
2920;6066;St. Niklausen OW
2921;6067;Melchtal
2922;6068;Melchsee-Frutt
2923;6072;Sachseln
2924;6073;Flüeli-Ranft
2925;6074;Giswil
2926;6074;Grossteil
2927;6074;Mörlialp
2928;6076;Kleinteil
2929;6078;Lungern
2930;6078;Bürglen OW
2931;6082;Brünig
2932;6083;Hasliberg Hohfluh
2933;6084;Hasliberg Wasserw
2934;6085;Hasliberg Goldern
2935;6086;Hasliberg Reuti
2936;6102;Malters
2937;6102;Blatten (Malters)
2938;6103;Schwarzenberg LU
2939;6105;Schachen LU
2940;6106;Werthenstein
2941;6110;Wolhusen
2942;6110;Fontannen
2943;6110;Wolhusen Pfiliale
2944;6112;Doppleschwand
2945;6113;Romoos
2946;6114;Steinhuserberg
2947;6122;Menznau
2948;6123;Geiss
2949;6125;Menzberg
2950;6126;Daiwil
2951;6130;Willisau
2952;6132;Rohrmatt
2953;6133;Hergiswil LU
2954;6133;Hübeli
2955;6142;Gettnau
2956;6143;Ohmstal
2957;6144;Zell LU
2958;6145;Fischbach LU
2959;6146;Grossdietwil
2960;6147;Altbüron
2961;6152;Hüswil
2962;6153;Ufhusen
2963;6154;Hofstatt
2964;6156;Luthern
2965;6156;Luthern Bad
2966;6160;Entlebuch AVAG
2967;6161;Entlebuch
2968;6162;Entlebuch
2969;6162;Rengg
2970;6162;Finsterwald LU
2971;6163;Ebnet
2972;6166;Hasle LU
2973;6166;Habschwanden
2974;6166;Heiligkreuz LU
2975;6167;Bramboden
2976;6170;Schüpfheim
2977;6173;Flühli LU
2978;6174;Sörenberg
2979;6182;Escholzmatt
2980;6192;Wiggen
2981;6196;Marbach LU
2982;6196;Schärlig
2983;6197;Schangnau
2984;6197;Bumbach
2985;6203;Sempach Station
2986;6204;Sempach Stadt
2987;6205;Eich
2988;6206;Neuenkirch
2989;6207;Nottwil
2990;6207;Nottwil SPZ
2991;6208;Oberkirch LU
2992;6210;Sursee
2993;6211;Buchs LU
2994;6212;St. Erhard
2995;6212;Kaltbach
2996;6213;Knutwil
2997;6213;Bad Knutwil
2998;6214;Schenkon
2999;6215;Beromünster
3000;6215;Schwarzenbach LU
3001;6216;Mauensee
3002;6217;Kottwil
3003;6218;Ettiswil
3004;6221;Rickenbach LU
3005;6222;Gunzwil
3006;6231;Schlierbach
3007;6232;Geuensee
3008;6233;Büron
3009;6234;Triengen
3010;6234;Kulmerau
3011;6235;Winikon
3012;6236;Wilihof
3013;6242;Wauwil
3014;6243;Egolzwil
3015;6244;Nebikon
3016;6245;Ebersecken
3017;6246;Altishofen
3018;6247;Schötz
3019;6248;Alberswil
3020;6252;Dagmersellen
3021;6253;Uffikon
3022;6260;Reiden
3023;6260;Reidermoos
3024;6260;Hintermoos
3025;6260;Mehlsecken
3026;6262;Langnau b. Reiden
3027;6263;Richenthal
3028;6264;Pfaffnau
3029;6265;Roggliswil
3030;6274;Eschenbach LU
3031;6275;Ballwil
3032;6276;Hohenrain
3033;6277;Kleinwangen
3034;6277;Lieli
3035;6280;Hochdorf
3036;6280;Urswil
3037;6281;Hochdorf
3038;6283;Baldegg
3039;6284;Gelfingen
3040;6284;Sulz LU
3041;6285;Hitzkirch
3042;6285;Retschwil
3043;6286;Altwis
3044;6287;Aesch LU
3045;6288;Schongau
3046;6289;Müswangen
3047;6289;Hämikon
3048;6294;Ermensee
3049;6295;Mosen
3050;6300;Zug
3051;6300;Zug 1
3052;6300;Zugerberg
3053;6301;Zug
3054;6302;Zug
3055;6303;Zug
3056;6304;Zug
3057;6305;Zug 5 Annahme
3058;6305;Zug 5 Paketbasis
3059;6310;Zug
3060;6312;Steinhausen
3061;6313;Menzingen
3062;6313;Edlibach
3063;6313;Finstersee
3064;6314;Unterägeri
3065;6314;Neuägeri
3066;6315;Oberägeri
3067;6315;Alosen
3068;6315;Morgarten
3069;6317;Oberwil b. Zug
3070;6318;Walchwil
3071;6319;Allenwinden
3072;6330;Cham
3073;6331;Hünenberg
3074;6332;Hagendorn
3075;6340;Baar
3076;6340;Baar 1
3077;6340;Sihlbrugg
3078;6341;Baar
3079;6342;Baar
3080;6343;Rotkreuz
3081;6343;Buonas
3082;6343;Risch
3083;6343;Holzhäusern ZG
3084;6344;Meierskappel
3085;6345;Neuheim
3086;6349;Baar
3087;6353;Weggis
3088;6353;Hertenstein
3089;6354;Vitznau
3090;6356;Rigi Kaltbad
3091;6362;Stansstad
3092;6363;Obbürgen
3093;6363;Fürigen
3094;6363;Bürgenstock
3095;6365;Kehrsiten
3096;6370;Stans
3097;6370;Oberdorf NW
3098;6370;Stans Paketfiliale
3099;6371;Stans
3100;6372;Ennetmoos
3101;6373;Ennetbürgen
3102;6374;Buochs
3103;6375;Beckenried
3104;6376;Emmetten
3105;6377;Seelisberg
3106;6382;Büren NW
3107;6383;Dallenwil
3108;6383;Niederrickenbach
3109;6383;Wiesenberg
3110;6386;Wolfenschiessen
3111;6387;Oberrickenbach
3112;6388;Grafenort
3113;6390;Engelberg
3114;6391;Engelberg
3115;6402;Merlischachen
3116;6403;Küssnacht am Rigi
3117;6404;Greppen
3118;6405;Immensee
3119;6410;Goldau
3120;6410;Rigi Klösterli
3121;6410;Rigi Staffel
3122;6410;Rigi Kulm
3123;6410;Rigi Scheidegg
3124;6414;Oberarth
3125;6415;Arth
3126;6416;Steinerberg
3127;6417;Sattel
3128;6418;Rothenthurm
3129;6422;Steinen
3130;6423;Seewen SZ
3131;6424;Lauerz
3132;6430;Schwyz
3133;6430;Schwyz Pfiliale
3134;6431;Schwyz
3135;6432;Rickenbach SZ
3136;6433;Stoos SZ
3137;6434;Illgau
3138;6436;Muotathal
3139;6436;Bisisthal
3140;6436;Ried (Muotathal)
3141;6438;Ibach
3142;6440;Brunnen
3143;6441;Rütli
3144;6442;Gersau
3145;6443;Morschach
3146;6452;Sisikon
3147;6452;Riemenstalden
3148;6454;Flüelen
3149;6460;Altdorf UR
3150;6460;Altdorf UR 1
3151;6460;Altdorf UR 2
3152;6460;Altdorf UR 2
3153;6460;Altdorf UR Pfil.
3154;6461;Isenthal
3155;6462;Seedorf UR
3156;6463;Bürglen UR
3157;6464;Spiringen
3158;6465;Unterschächen
3159;6466;Bauen
3160;6467;Schattdorf
3161;6468;Attinghausen
3162;6469;Haldi b.Schattdorf
3163;6472;Erstfeld
3164;6473;Silenen
3165;6474;Amsteg
3166;6475;Bristen
3167;6476;Intschi
3168;6482;Gurtnellen
3169;6484;Wassen UR
3170;6485;Meien
3171;6487;Göschenen
3172;6490;Andermatt
3173;6491;Realp
3174;6493;Hospental
3175;6500;Bellinzona
3176;6500;Bellinzona 2
3177;6500;Bellinzona 4
3178;6500;Bellinzona 5
3179;6500;Bellz 1 CL Dist
3180;6500;Bellinzona DCP
3181;6500;Bellinzona
3182;6501;Bellinzona
3183;6501;Bellinzona DT
3184;6503;Bellinzona
3185;6506;Bellinzona 6 Autop
3186;6512;Giubiasco
3187;6513;Monte Carasso
3188;6514;Sementina
3189;6515;Gudo
3190;6516;Cugnasco
3191;6517;Arbedo
3192;6518;Gorduno
3193;6523;Preonzo
3194;6524;Moleno
3195;6525;Gnosca
3196;6526;Prosito
3197;6527;Lodrino
3198;6528;Camorino
3199;6532;Castione
3200;6533;Lumino
3201;6534;S. Vittore
3202;6535;Roveredo GR
3203;6537;Grono
3204;6538;Verdabbio
3205;6540;Castaneda
3206;6541;Sta. Maria
3207;6542;Buseno
3208;6543;Arvigo
3209;6544;Braggio
3210;6545;Selma
3211;6546;Cauco
3212;6547;Augio
3213;6548;Rossa
3214;6549;Laura
3215;6556;Leggia
3216;6557;Cama
3217;6558;Lostallo
3218;6558;Cabbiolo
3219;6562;Soazza
3220;6563;Mesocco
3221;6565;S. Bernardino
3222;6571;Indemini
3223;6572;Quartino
3224;6573;Magadino
3225;6574;Vira (Gambarogno)
3226;6575;S. Nazzaro
3227;6575;Vairano
3228;6576;Gerra (Gambarogno)
3229;6577;Ranzo
3230;6578;Caviano
3231;6579;Piazzogna
3232;6582;Pianezzo
3233;6583;S. Antonio
3234;6584;Carena
3235;6592;S. Antonino
3236;6593;Cadenazzo
3237;6593;Cadenazzo Base Pac
3238;6594;Contone
3239;6595;Riazzino
3240;6596;Gordola
3241;6597;Agarone
3242;6598;Tenero
3243;6599;Robasacco
3244;6600;Locarno
3245;6600;Muralto
3246;6600;Solduno
3247;6600;Locarno 1 Dist
3248;6600;Locarno Fil Pacchi
