oid;PLZ;Ort
3249;6600;Locarno 3 Autopost
3250;6601;Locarno
3251;6602;Muralto
3252;6604;Locarno
3253;6605;Locarno
3254;6605;Monte Brè Locarno
3255;6611;Locarno Sortite
3256;6611;Mosogno
3257;6611;Gresso
3258;6611;Crana
3259;6612;Ascona
3260;6613;Porto Ronco
3261;6614;Brissago
3262;6614;Isole di Brissago
3263;6616;Losone
3264;6618;Arcegno
3265;6622;Ronco sopra Ascona
3266;6631;Corippo
3267;6632;Vogorno
3268;6633;Lavertezzo
3269;6634;Brione (Verzasca)
3270;6635;Gerra (Verzasca)
3271;6636;Frasco
3272;6637;Sonogno
3273;6644;Orselina
3274;6645;Brione s. Minusio
3275;6646;Contra
3276;6647;Mergoscia
3277;6648;Minusio
3278;6652;Tegna
3279;6653;Verscio
3280;6654;Cavigliano
3281;6655;Intragna
3282;6655;Verdasio
3283;6655;Rasa
3284;6656;Golino
3285;6657;Palagnedra
3286;6658;Borgnone
3287;6658;Cadanza
3288;6659;Camedo
3289;6659;Moneto
3290;6661;Loco
3291;6661;Auressio
3292;6661;Berzona
3293;6662;Russo
3294;6663;Comologno
3295;6663;Spruga
3296;6663;Onsernone
3297;6664;Vergeletto
3298;6670;Avegno
3299;6672;Gordevio
3300;6673;Maggia
3301;6674;Someo
3302;6674;Riveo
3303;6675;Cevio
3304;6676;Bignasco
3305;6677;Moghegno-Aurigeno
3306;6677;Aurigeno
3307;6677;Moghegno
3308;6678;Giumaglio
3309;6678;Lodano
3310;6678;Coglio
3311;6682;Linescio
3312;6683;Cerentino
3313;6683;Niva (Vallemaggia)
3314;6684;Campo (VM)
3315;6684;Cimalmotto
3316;6685;Bosco/Gurin
3317;6690;Cavergno
3318;6690;S. Carlo
3319;6692;Menzonio
3320;6692;Brontallo
3321;6693;Broglio
3322;6694;Prato-Sornico
3323;6695;Peccia
3324;6695;Piano di Peccia
3325;6696;Fusio
3326;6702;Claro
3327;6703;Osogna
3328;6703;Osogna Stazione
3329;6705;Cresciano
3330;6707;Iragna
3331;6710;Biasca
3332;6710;Biasca Stazione
3333;6713;Malvaglia
3334;6714;Semione
3335;6715;Dongio
3336;6716;Acquarossa
3337;6716;Leontica
3338;6716;Lottigna
3339;6717;Dangio-Torre
3340;6717;Torre
3341;6718;Olivone
3342;6718;Camperio
3343;6719;Aquila
3344;6720;Campo (Blenio)
3345;6720;Ghirone
3346;6721;Ludiano
3347;6721;Motto (Blenio)
3348;6722;Corzoneso
3349;6723;Prugiasco
3350;6723;Castro
3351;6723;Marolta
3352;6724;Ponto Valentino
3353;6724;Largario
3354;6742;Pollegio
3355;6743;Bodio TI
3356;6744;Personico
3357;6745;Giornico
3358;6746;Lavorgo
3359;6746;Calonico
3360;6746;Nivo
3361;6747;Chironico
3362;6748;Anzonico
3363;6749;Sobrio
3364;6749;Cavagnago
3365;6760;Faido
3366;6760;Molare
3367;6760;Calpiogna
3368;6760;Campello
3369;6760;Carì
3370;6760;Rossura
3371;6762;Faido Stazione
3372;6763;Osco
3373;6763;Mairengo
3374;6764;Chiggiogna
3375;6772;Rodi-Fiesso
3376;6773;Prato (Leventina)
3377;6774;Dalpe
3378;6775;Ambrì
3379;6776;Piotta
3380;6777;Quinto
3381;6777;Varenzo
3382;6780;Airolo
3383;6780;Madrano
3384;6781;Airolo Sortite
3385;6781;Villa Bedretto
3386;6781;S. Gottardo
3387;6781;Bedretto
3388;6781;All'Acqua
3389;6802;Rivera
3390;6803;Camignolo
3391;6804;Bironico
3392;6805;Mezzovico
3393;6806;Sigirino
3394;6807;Taverne
3395;6808;Torricella
3396;6809;Medeglia
3397;6810;Isone
3398;6814;Lamone-Cadempino
3399;6814;Lamone
3400;6814;Cadempino
3401;6815;Melide
3402;6816;Bissone
3403;6817;Maroggia
3404;6818;Melano
3405;6821;Rovio
3406;6822;Arogno
3407;6823;Pugerna
3408;6825;Capolago
3409;6826;Riva S. Vitale
3410;6827;Brusino Arsizio
3411;6828;Balerna
3412;6830;Chiasso
3413;6830;Chiasso 1
3414;6830;Chiasso 3
3415;6830;Chiasso Fil Pacchi
3416;6832;Pedrinate
3417;6832;Seseglio
3418;6833;Vacallo
3419;6834;Morbio Inferiore
3420;6835;Morbio Superiore
3421;6836;Serfontana
3422;6837;Caneggio
3423;6837;Bruzella
3424;6838;Muggio
3425;6838;Cabbio
3426;6838;Scudellate
3427;6839;Sagno
3428;6850;Mendrisio
3429;6850;Mendrisio Stazione
3430;6850;Mendrisio Borgo
3431;6852;Genestrerio
3432;6853;Ligornetto
3433;6854;S. Pietro
3434;6855;Stabio
3435;6862;Rancate
3436;6863;Besazio
3437;6864;Arzo
3438;6865;Tremona
3439;6866;Meride
3440;6867;Serpiano
3441;6871;Mendrisio CS
3442;6872;Salorino
3443;6872;Somazzo
3444;6873;Corteglia
3445;6874;Castel S. Pietro
3446;6875;Casima
3447;6875;Monte
3448;6877;Coldrerio
3449;6882;Brusata
3450;6883;Novazzano
3451;6900;Lugano
3452;6900;Massagno
3453;6900;Paradiso
3454;6900;Lugano 3 CL Dist
3455;6901;Lugano
3456;6902;Lugano 2 Caselle
3457;6903;Lugano
3458;6903;Mt Brè 6903 Lugano
3459;6904;Lugano 4 Caselle
3460;6905;Lugano 5 Autoposta
3461;6906;Lugano 6 Caselle
3462;6907;Lugano 7 Caselle
3463;6908;Massagno Caselle
3464;6910;Lugano
3465;6911;Campione
3466;6912;Pazzallo
3467;6913;Carabbia
3468;6914;Carona
3469;6915;Pambio-Noranco
3470;6916;Grancia
3471;6917;Barbengo
3472;6917;Barbengo Paese
3473;6918;Figino
3474;6919;Carabietta
3475;6921;Vico Morcote
3476;6922;Morcote
3477;6924;Sorengo
3478;6925;Gentilino
3479;6926;Montagnola
3480;6927;Agra
3481;6928;Manno
3482;6928;Manno Base Pacchi
3483;6929;Gravesano
3484;6930;Bedano
3485;6932;Breganzona
3486;6933;Muzzano
3487;6934;Bioggio
3488;6935;Bosco Luganese
3489;6936;Cademario
3490;6936;Cademario Cas cura
3491;6937;Breno
3492;6938;Vezio
3493;6938;Fescoggia
3494;6939;Arosio
3495;6939;Mugena
3496;6942;Savosa
3497;6943;Vezia
3498;6944;Cureglia
3499;6945;Origlio
3500;6946;Ponte Capriasca
3501;6947;Vaglio
3502;6948;Porza
3503;6949;Comano
3504;6950;Tesserete
3505;6951;Lugano Sortite
3506;6951;Insone
3507;6951;Odogno
3508;6951;Scareglia
3509;6951;Colla
3510;6951;Bogno
3511;6951;Cozzo
3512;6951;Signôra
3513;6952;Canobbio
3514;6953;Lugaggia
3515;6954;Sala Capriasca
3516;6954;Bigorio
3517;6955;Cagiallo
3518;6955;Oggio
3519;6956;Lopagno
3520;6957;Roveredo TI
3521;6958;Bidogno
3522;6958;Corticiasca
3523;6959;Maglio di Colla
3524;6959;Certara
3525;6959;Curtina
3526;6959;Cimadera
3527;6959;Piandera Paese
3528;6962;Viganello
3529;6962;Albonago
3530;6963;Pregassona
3531;6963;Cureggia
3532;6964;Davesco-Soragno
3533;6965;Cadro
3534;6966;Villa Luganese
3535;6967;Dino
3536;6968;Sonvico
3537;6974;Aldesago
3538;6976;Castagnola
3539;6977;Ruvigliana
3540;6978;Gandria
3541;6979;Brè sopra Lugano
3542;6980;Castelrotto
3543;6981;Lugano Sortite
3544;6981;Bedigliora
3545;6981;Biogno-Beride
3546;6981;Bombinasco
3547;6981;Banco
3548;6982;Agno
3549;6983;Magliaso
3550;6984;Pura
3551;6986;Novaggio
3552;6986;Miglieglia
3553;6986;Curio
3554;6987;Caslano
3555;6988;Ponte Tresa
3556;6989;Purasca
3557;6990;Cassina d'Agno
3558;6991;Neggio
3559;6992;Vernate
3560;6992;Cimo
3561;6993;Iseo
3562;6994;Aranno
3563;6995;Molinazzo
3564;6995;Madonna del Piano
3565;6996;Ponte Cremenaga
3566;6997;Sessa
3567;6998;Termine
3568;6999;Astano
3569;7000;Chur
3570;7000;Chur 1 BZ Zust
3571;7000;Chur KPD
3572;7000;Chur Paketbasis
3573;7001;Chur
3574;7002;Chur
3575;7002;Chur TD
3576;7003;Chur Postauto
3577;7004;Chur
3578;7005;Chur
3579;7006;Chur
3580;7007;Chur
3581;7012;Felsberg
3582;7013;Domat/Ems
3583;7014;Trin
3584;7015;Tamins
3585;7016;Trin Mulin
3586;7017;Flims Dorf
3587;7018;Flims Waldhaus
3588;7019;Fidaz
3589;7023;Haldenstein
3590;7026;Maladers
3591;7027;Castiel
3592;7027;Lüen
3593;7027;Calfreisen
3594;7028;St. Peter
3595;7028;Pagig
3596;7029;Peist
3597;7031;Laax GR
3598;7031;Laax GR 1
3599;7032;Laax GR 2
3600;7050;Arosa
3601;7050;Innerarosa
3602;7056;Molinis
3603;7057;Langwies
3604;7057;Sapün
3605;7058;Litzirüti
3606;7062;Passugg-Araschgen
3607;7063;Praden
3608;7064;Tschiertschen
3609;7074;Malix
3610;7075;Churwalden
3611;7076;Parpan
3612;7077;Valbella
3613;7078;Lenzerheide/Lai
3614;7082;Vaz/Obervaz
3615;7083;Lantsch/Lenz
3616;7084;Brienz/Brinzauls
3617;7104;Versam
3618;7104;Versam Station
3619;7104;Arezen
3620;7106;Tenna
3621;7107;Safien Platz
3622;7108;Mura (Safien)
3623;7109;Thalkirch
3624;7111;Pitasch
3625;7112;Duvin
3626;7113;Camuns
3627;7114;Uors (Lumnezia)
3628;7115;Surcasti
3629;7116;Tersnaus
3630;7116;St. Martin
3631;7122;Valendas
3632;7122;Carrera
3633;7126;Castrisch
3634;7127;Sevgein
3635;7128;Riein
3636;7130;Ilanz
3637;7130;Schnaus
3638;7130;Ilanz Paketfiliale
3639;7132;Vals
3640;7133;Obersaxen Affeier
3641;7134;Obersaxen Meierhof
3642;7135;Obersaxen Giraniga
3643;7136;Obers Friggahüs
3644;7137;Flond
3645;7138;Surcuolm
3646;7141;Luven
3647;7142;Cumbel
3648;7143;Morissen
3649;7144;Vella
3650;7145;Degen
3651;7146;Vattiz
3652;7147;Vignogn
3653;7148;Lumbrein
3654;7148;Surin
3655;7149;Vrin
3656;7151;Schluein
3657;7152;Sagogn
3658;7153;Falera
3659;7154;Ruschein
3660;7155;Ladir
3661;7156;Rueun
3662;7156;Pigniu
3663;7157;Siat
3664;7158;Waltensburg/Vuorz
3665;7159;Andiast
3666;7162;Tavanasa
3667;7163;Danis
3668;7164;Dardin
3669;7165;Breil/Brigels
3670;7166;Trun
3671;7167;Zignau
3672;7168;Schlans
3673;7172;Rabius
3674;7173;Surrein
3675;7174;S. Benedetg
3676;7175;Sumvitg
3677;7176;Cumpadials
3678;7180;Disentis/Mustér
3679;7182;Cavardiras
3680;7183;Mompé Medel
3681;7184;Curaglia
3682;7185;Platta
3683;7186;Segnas
3684;7186;Mompé Tujetsch
3685;7187;Camischolas
3686;7188;Sedrun
3687;7189;Rueras
3688;7199;Trin Station
3689;7201;Untervaz Bahnhof
3690;7202;Says
3691;7203;Trimmis
3692;7204;Untervaz
3693;7205;Zizers
3694;7206;Igis
3695;7207;Landquart Fabriken
3696;7207;Landquart Pfiliale
3697;7208;Malans GR
3698;7212;Seewis Dorf
3699;7213;Valzeina
3700;7214;Grüsch
3701;7214;Seewis-Pardisla
3702;7214;Seewis-Schmitten
3703;7215;Fanas
3704;7220;Schiers
3705;7222;Mittellunden
3706;7223;Buchen
3707;7224;Putz
3708;7226;Stels
3709;7226;Fajauna
3710;7228;Schuders
3711;7228;Pusserein
3712;7231;Pragg-Jenaz
3713;7232;Furna
3714;7233;Jenaz
3715;7235;Fideris
3716;7235;Fideris Station
3717;7240;Küblis
3718;7241;Conters
3719;7242;Luzein
3720;7243;Pany
3721;7244;Gadenstätt
3722;7245;Ascharina
3723;7246;St. Antönien
3724;7247;Saas im Prättigau
3725;7249;Serneus
3726;7249;Serneus Station
3727;7250;Klosters
3728;7250;Aeuja
3729;7250;Monbiel
3730;7252;Klosters Dorf
3731;7260;Davos Dorf
3732;7265;Davos Wolfgang
3733;7270;Davos Platz
3734;7270;Davos Platz 1
3735;7270;Davos 2
3736;7270;Davos 4
3737;7270;Schatzalp (Davos)
3738;7270;Davos Paketfiliale
3739;7272;Davos Clavadel
3740;7276;Davos Frauenkirch
3741;7277;Davos Glaris
3742;7278;Davos Monstein
3743;7302;Landquart
3744;7303;Mastrils
3745;7304;Maienfeld
3746;7306;Fläsch
3747;7307;Jenins
3748;7310;Bad Ragaz
3749;7312;Pfäfers
3750;7313;St. Margrethenberg
3751;7314;Vadura
3752;7314;Vasön
3753;7315;Vättis
3754;7317;Valens
3755;7317;Balen-Gassaura
3756;7320;Sargans
3757;7323;Wangs
3758;7324;Vilters
3759;7325;Schwendi
3760;7326;Weisstannen
3761;7402;Bonaduz
3762;7403;Rhäzüns
3763;7404;Feldis/Veulden
3764;7405;Rothenbrunnen
3765;7408;Cazis
3766;7408;Realta
3767;7411;Sils im Domleschg
3768;7412;Scharans
3769;7413;Fürstenaubruck
3770;7414;Fürstenau
3771;7415;Rodels
3772;7415;Pratval
3773;7416;Almens
3774;7417;Paspels
3775;7417;Trans
3776;7418;Tumegl/Tomils
3777;7419;Scheid
3778;7421;Summaprada
3779;7422;Tartar
3780;7423;Sarn
3781;7423;Portein
3782;7424;Präz
3783;7424;Dalin
3784;7425;Masein
3785;7426;Flerden
3786;7427;Urmein
3787;7428;Tschappina
3788;7428;Glaspass
3789;7430;Thusis
3790;7430;Rongellen
3791;7431;Thusis Ausgänge
3792;7431;Mutten
3793;7431;Obermutten
3794;7432;Zillis
3795;7433;Donath
3796;7433;Fardün
3797;7433;Lohn GR
3798;7433;Mathon
3799;7433;Wergenstein
3800;7434;Sufers
3801;7435;Splügen
3802;7436;Medels
3803;7437;Nufenen
3804;7438;Hinterrhein
3805;7440;Andeer
3806;7442;Clugin
3807;7443;Pignia
3808;7444;Ausserferrera
3809;7445;Innerferrera
3810;7446;Campsut-Cröt
3811;7447;Cresta (Avers)
3812;7447;Am Bach (Avers)
3813;7448;Juf
3814;7450;Tiefencastel
3815;7451;Alvaschein
3816;7452;Cunter
3817;7453;Tinizong
3818;7454;Rona
3819;7455;Mulegns
3820;7456;Sur
3821;7456;Marmorera
3822;7457;Bivio
3823;7458;Mon
3824;7459;Stierva
3825;7460;Savognin
3826;7462;Salouf
3827;7463;Riom
3828;7464;Parsonz
3829;7472;Surava
3830;7473;Alvaneu Bad
3831;7477;Filisur
3832;7482;Bergün/Bravuogn
3833;7482;Preda
3834;7482;Stugl/Stuls
3835;7484;Latsch
3836;7492;Alvaneu Dorf
3837;7493;Schmitten (Albula)
3838;7494;Wiesen GR
3839;7500;St. Moritz
3840;7500;St. Moritz 1
3841;7500;St. Moritz 3
3842;7500;St.Moritz Pfiliale
3843;7502;Bever
3844;7503;Samedan
3845;7504;Pontresina
3846;7505;Celerina
3847;7512;Champfèr
3848;7513;Silvaplana
3849;7514;Sils/Segl Maria
3850;7514;Fex
3851;7515;Sils/Segl Baselgia
3852;7516;Maloja
3853;7517;Plaun da Lej
3854;7522;La Punt-Chamues-ch
3855;7523;Madulain
3856;7524;Zuoz
3857;7525;S-chanf
3858;7526;Cinuos-chel
3859;7527;Brail
3860;7530;Zernez
3861;7532;Tschierv
3862;7533;Fuldera
3863;7534;Lü
3864;7535;Valchava
3865;7536;Sta. Maria V. M.
3866;7537;Müstair
3867;7542;Susch
3868;7543;Lavin
3869;7545;Guarda
3870;7546;Ardez
3871;7550;Scuol
3872;7551;Ftan
3873;7552;Vulpera
3874;7553;Tarasp
3875;7554;Sent
3876;7554;Crusch
3877;7556;Ramosch
3878;7557;Vnà
3879;7558;Strada
3880;7559;Tschlin
3881;7560;Martina
3882;7562;Samnaun-Compatsch
3883;7563;Samnaun Dorf
3884;7602;Casaccia
3885;7603;Vicosoprano
3886;7604;Borgonovo
3887;7605;Stampa
3888;7606;Promontogno
3889;7608;Castasegna
3890;7610;Soglio
3891;7710;Ospizio Bernina
3892;7710;Alp Grüm
3893;7741;S. Carlo GR
3894;7742;Poschiavo
3895;7742;Sfazù
3896;7742;La Rösa
3897;7743;Brusio
3898;7743;Miralago
3899;7744;Campocologno
3900;7745;Li Curt
3901;7746;Le Prese
3902;7747;Viano
3903;7748;Campascio
3904;8000;Zürich
3905;8001;Zürich
3906;8002;Zürich
3907;8003;Zürich
3908;8004;Zürich
3909;8004;Zürich Lochergut
3910;8005;Zürich
3911;8006;Zürich
3912;8008;Zürich
3913;8010;Zürich-Mülligen
3914;8010;Zürich-Mü Pbasis
3915;8010;Zürich-Mülligen PZ
3916;8015;Zürich 15
3917;8016;Zürich 16 Zust
3918;8020;Zürich 1
3919;8020;Zürich
3920;8021;Zürich
3921;8021;Zürich Swisscom
3922;8022;Zürich
3923;8023;Zürich
3924;8024;Zürich
3925;8025;Zürich
3926;8026;Zürich
3927;8027;Zürich
3928;8028;Zürich
3929;8029;Zürich
3930;8030;Zürich
3931;8031;Zürich
3932;8032;Zürich
3933;8032;Zürich 32 Zust
3934;8033;Zürich
3935;8034;Zürich
3936;8035;Zürich
3937;8036;Zürich
3938;8036;Zürich Corona
3939;8037;Zürich
3940;8038;Zürich
3941;8039;Zürich
3942;8040;Zürich
3943;8041;Zürich
3944;8042;Zürich
3945;8043;Zürich
3946;8044;Zürich
3947;8044;Gockhausen
3948;8045;Zürich
3949;8045;Zürich SB Friesbg
3950;8045;Zürich 45 Zust
3951;8046;Zürich
3952;8047;Zürich
3953;8048;Zürich
3954;8049;Zürich
3955;8050;Zürich
3956;8050;Zürich 50 Zust
3957;8050;Zürich Postauto
3958;8051;Zürich
3959;8052;Zürich
3960;8052;Zürich SB Birchhf
3961;8053;Zürich
3962;8055;Zürich
3963;8056;Zürich
3964;8057;Zürich
3965;8058;Zürich
3966;8060;Zürich
3967;8061;Zürich
3968;8062;Zürich
3969;8063;Zürich
3970;8064;Zürich
3971;8065;Zürich
3972;8066;Zürich
3973;8070;Zürich CS
3974;8071;Zürich CS PZ
3975;8079;Zürich
3976;8080;Zürich 80
3977;8085;Zürich Versich.
3978;8086;Zürich R Digest
3979;8087;Zürich
3980;8088;Zürich Jelmoli
3981;8090;Zürich
3982;8091;Zürich
3983;8092;Zürich
3984;8093;Zürich
3985;8098;Zürich
3986;8099;Zürich
3987;8102;Oberengstringen
3988;8103;Unterengstringen
3989;8104;Weiningen ZH
3990;8105;Regensdorf
3991;8105;Regensdorf 1
3992;8105;Watt
3993;8106;Regensdorf 2
3994;8106;Adlikon b.Regensdf
3995;8107;Buchs ZH
3996;8108;Dällikon
3997;8112;Otelfingen
3998;8113;Boppelsen
3999;8114;Dänikon ZH
4000;8115;Hüttikon
4001;8117;Fällanden
4002;8118;Pfaffhausen
4003;8121;Benglen
4004;8122;Binz
4005;8123;Ebmatingen
4006;8124;Maur
4007;8125;Zollikerberg
4008;8126;Zumikon
4009;8127;Forch
4010;8130;Zumikon Y. Rocher
4011;8132;Egg b. Zürich
4012;8132;Hinteregg
4013;8133;Esslingen
4014;8134;Adliswil
4015;8134;Adliswil 1
4016;8134;Adliswil 2
4017;8135;Langnau am Albis
4018;8135;Sihlbrugg Station
4019;8136;Gattikon
4020;8142;Uitikon Waldegg
4021;8143;Stallikon
4022;8143;Uetliberg
4023;8152;Glattbrugg
4024;8152;Opfikon
4025;8153;Rümlang
4026;8154;Oberglatt ZH
4027;8155;Niederhasli
4028;8156;Oberhasli
4029;8157;Dielsdorf
4030;8158;Regensberg
4031;8162;Steinmaur
4032;8164;Bachs
4033;8165;Schöfflisdorf
4034;8165;Oberweningen
4035;8165;Schleinikon
4036;8166;Niederweningen
4037;8172;Niederglatt ZH
4038;8173;Neerach
4039;8174;Stadel
4040;8175;Windlach
4041;8180;Bülach
4042;8181;Höri
4043;8182;Hochfelden
4044;8183;Bülach Paketbasis
4045;8184;Bachenbülach
4046;8185;Winkel
4047;8187;Weiach
4048;8192;Glattfelden
4049;8192;Zweidlen
4050;8193;Eglisau
4051;8194;Hüntwangen
4052;8195;Wasterkingen
4053;8196;Wil ZH
4054;8197;Rafz
4055;8200;Schaffhausen
4056;8200;Schaffh 1 BZ Zust
4057;8200;Schaffhausen Pb
4058;8201;Schaffhausen
4059;8202;Schaffhausen
4060;8203;Schaffhausen
4061;8204;Schaffhausen
4062;8205;Schaffhausen
4063;8206;Schaffhausen
4064;8207;Schaffhausen
4065;8208;Schaffhausen
4066;8212;Neuhausen
4067;8212;Neuhausen 1
4068;8212;Neuhausen 2
4069;8212;Nohl
4070;8213;Neunkirch
4071;8214;Gächlingen
4072;8215;Hallau
4073;8216;Oberhallau
4074;8217;Wilchingen
4075;8218;Osterfingen
4076;8219;Trasadingen
4077;8222;Beringen
4078;8223;Guntmadingen
4079;8224;Löhningen
4080;8225;Siblingen
4081;8226;Schleitheim
4082;8228;Beggingen
4083;8231;Hemmental
4084;8232;Merishausen
4085;8233;Bargen SH
4086;8234;Stetten SH
4087;8235;Lohn SH
4088;8236;Büttenhardt
4089;8236;Opfertshofen SH
4090;8238;Büsingen (D)
4091;8239;Dörflingen
4092;8240;Thayngen
4093;8241;Barzheim
4094;8242;Bibern SH
4095;8242;Hofen SH
4096;8243;Altdorf SH
4097;8245;Feuerthalen
4098;8246;Langwiesen
4099;8247;Flurlingen
4100;8248;Uhwiesen
4101;8252;Schlatt TG
4102;8253;Diessenhofen
4103;8253;Willisdorf
4104;8254;Basadingen
4105;8255;Schlattingen
4106;8259;Kaltenbach
4107;8259;Etzwilen
4108;8259;Rheinklingen
4109;8260;Stein am Rhein
4110;8260;Stein am Rhein 1
4111;8260;Stein am Rhein 2
4112;8260;Wagenhausen
4113;8261;Hemishofen
4114;8262;Ramsen
4115;8263;Buch SH
4116;8264;Eschenz
4117;8265;Mammern
4118;8266;Steckborn
4119;8267;Berlingen
4120;8268;Mannenbach-Salenst
4121;8268;Salenstein
4122;8272;Ermatingen
4123;8273;Triboltingen
4124;8274;Tägerwilen
4125;8274;Gottlieben
4126;8280;Kreuzlingen
4127;8280;Kreuzlingen 1
4128;8280;Kreuzlingen 2
4129;8280;Kreuzlingen 3
4130;8280;K'lingen Pfiliale
4131;8285;Kreuzlingen Photoc
4132;8288;Kreuzlingen Sonder
4133;8301;Glattzentrum
4134;8302;Kloten
4135;8303;Bassersdorf
4136;8304;Wallisellen
4137;8305;Dietlikon
4138;8306;Brüttisellen
4139;8307;Effretikon
4140;8307;Ottikon b.Kemptth.
4141;8308;Illnau
4142;8308;Agasul
4143;8309;Nürensdorf
4144;8310;Kemptthal
4145;8311;Brütten
4146;8312;Winterberg ZH
4147;8314;Kyburg
4148;8315;Lindau
4149;8317;Tagelswangen
4150;8320;Fehraltorf
4151;8321;Wildberg
4152;8322;Madetswil
4153;8325;Effretikon Pbasis
4154;8330;Pfäffikon ZH
4155;8330;Hermatswil
4156;8331;Auslikon
4157;8332;Russikon
4158;8335;Hittnau
4159;8335;Oberhittnau
4160;8335;Dürstelen
4161;8340;Hinwil
4162;8342;Wernetshausen
4163;8343;Hinwil Paketbasis
4164;8344;Bäretswil
4165;8345;Adetswil
4166;8352;Räterschen
4167;8353;Elgg
4168;8354;Hofstetten b. Elgg
4169;8355;Aadorf
4170;8356;Ettenhausen TG
4171;8357;Guntershausen
4172;8360;Eschlikon TG
4173;8360;Wallenwil
4174;8362;Balterswil
4175;8363;Bichelsee
4176;8370;Sirnach
4177;8370;Busswil TG
4178;8372;Wiezikon b.Sirnach
4179;8374;Dussnang
4180;8374;Oberwangen TG
4181;8376;Fischingen
4182;8376;Au TG
4183;8400;Winterthur
4184;8400;W'thur 1 BZ Zust
4185;8401;Winterthur
4186;8401;Winterthur TD
4187;8402;Winterthur
4188;8404;Winterthur
4189;8404;Reutlingen
4190;8404;Stadel(Winterthur)
4191;8405;Winterthur
4192;8406;Winterthur
4193;8407;Winterthur
4194;8408;Winterthur
4195;8409;Winterthur
4196;8410;Winterthur
4197;8411;Winterthur
4198;8412;Aesch b.Neftenbach
4199;8413;Neftenbach
4200;8414;Buch am Irchel
4201;8415;Berg am Irchel
4202;8415;Gräslikon
4203;8416;Flaach
4204;8418;Schlatt
4205;8421;Dättlikon
4206;8422;Pfungen
4207;8423;Embrach-Embraport
4208;8424;Embrach
4209;8425;Oberembrach
4210;8426;Lufingen
4211;8427;Rorbas-Freienstein
4212;8427;Freienstein
4213;8427;Rorbas
4214;8428;Teufen ZH
4215;8442;Hettlingen
4216;8444;Henggart
4217;8447;Dachsen
4218;8450;Andelfingen
4219;8451;Kleinandelfingen
4220;8452;Adlikon
4221;8453;Alten
4222;8454;Buchberg
4223;8455;Rüdlingen
4224;8457;Humlikon
4225;8458;Dorf
4226;8459;Volken
4227;8460;Marthalen
4228;8461;Oerlingen
4229;8462;Rheinau
4230;8463;Benken ZH
4231;8464;Ellikon am Rhein
4232;8465;Rudolfingen
4233;8466;Trüllikon
4234;8467;Truttikon
4235;8468;Waltalingen
4236;8468;Guntalingen
4237;8471;Rutschwil-Dägerlen
4238;8471;Dägerlen
4239;8472;Seuzach
4240;8474;Dinhard
4241;8475;Ossingen
4242;8476;Unterstammheim
4243;8477;Oberstammheim
4244;8478;Thalheim
4245;8479;Altikon
4246;8482;Sennhof
4247;8483;Kollbrunn
4248;8484;Weisslingen
4249;8484;Neschwil
4250;8484;Theilingen
4251;8486;Rikon im Tösstal
4252;8487;Zell ZH
4253;8487;Rämismühle
4254;8488;Turbenthal
4255;8488;Neubrunn
4256;8492;Wila
4257;8493;Saland
4258;8494;Bauma
4259;8495;Schmidrüti
4260;8496;Steg im Tösstal
4261;8497;Fischenthal
4262;8498;Gibswil-Ried
4263;8499;Sternenberg
4264;8500;Frauenfeld
4265;8500;Frauenfeld 1
4266;8500;Gerlikon
4267;8500;Frauenfeld 1 Zust
4268;8500;Frauenfeld Pauto
4269;8501;Frauenfeld
4270;8502;Frauenfeld
4271;8503;Frauenfeld
4272;8505;Pfyn
4273;8505;Dettighofen b. L
4274;8506;Lanzenneunforn
4275;8507;Hörhausen
4276;8507;Salen-Reutenen
4277;8507;Gündelhart
4278;8508;Homburg
4279;8508;Unterhörstetten
4280;8510;Frauenfeld
4281;8512;Thundorf
4282;8512;Lustdorf
4283;8512;Wetzikon TG
4284;8514;Amlikon-Bissegg
4285;8514;Amlikon
4286;8514;Griesenberg
4287;8514;Strohwilen
4288;8514;Bissegg
4289;8520;Frauenfeld PZ
4290;8520;Frauenfeld Pbasis
4291;8522;Häuslenen
4292;8522;Aawangen
4293;8523;Hagenbuch ZH
4294;8524;Uesslingen
4295;8524;Buch b. Frauenfeld
4296;8525;Niederneunforn
4297;8525;Wilen b. Neunforn
4298;8526;Oberneunforn
4299;8532;Warth
4300;8532;Weiningen TG
4301;8535;Herdern
4302;8536;Hüttwilen
4303;8537;Nussbaumen TG
4304;8537;Uerschhausen
4305;8542;Wiesendangen
4306;8544;Rickenbach-Attikon
4307;8544;Bertschikon b.Att.
4308;8545;Rickenbach ZH
4309;8546;Islikon
4310;8546;Kefikon
4311;8547;Gachnang
4312;8548;Ellikon a d Thur
4313;8552;Felben-Wellhausen
4314;8553;Hüttlingen-Mettdf
4315;8553;Harenwilen
4316;8553;Mettendorf TG
4317;8553;Hüttlingen
4318;8554;Müllheim-Wigoltgn
4319;8554;Eschikofen
4320;8554;Bonau
4321;8555;Müllheim Dorf
4322;8556;Wigoltingen
4323;8556;Engwang
4324;8558;Raperswilen
4325;8558;Illhart
4326;8559;Fruthwilen
4327;8560;Märstetten
4328;8561;Ottoberg
4329;8564;Hefenhausen
4330;8564;Engwilen
4331;8564;Sonterswil
4332;8564;Wäldi
4333;8564;Lipperswil
4334;8564;Wagerswil
4335;8565;Hugelshofen
4336;8566;Neuwilen
4337;8566;Dotnacht
4338;8566;Ellighausen
4339;8566;Lippoldswilen
4340;8570;Weinfelden
